Investor Name,Ticker,Buy_Date
Marjorie Taylor Greene,NVDA,2025-05-14
Marjorie Taylor Greene,MRK,2025-04-09
Marjorie Taylor Greene,MRK,2025-05-05
Marjorie Taylor Greene,MRK,2025-08-28
Marjorie Taylor Greene,DVN,2025-04-09
Marjorie Taylor Greene,DVN,2025-05-05
Marjorie Taylor Greene,CMI,2025-04-09
Marjorie Taylor Greene,CMI,2025-05-05
Marjorie Taylor Greene,ASML,2025-04-09
Marjorie Taylor Greene,ASML,2026-03-16
Marjorie Taylor Greene,AMAT,2025-04-09
Marjorie Taylor Greene,AMAT,2025-05-05
Marjorie Taylor Greene,AMAT,2025-06-06
Marjorie Taylor Greene,AAPL,2025-04-09
Marjorie Taylor Greene,AAPL,2025-05-05
Marjorie Taylor Greene,ADBE,2025-04-09
Marjorie Taylor Greene,ADBE,2025-05-05
Marjorie Taylor Greene,ADBE,2025-06-06
Marjorie Taylor Greene,ADBE,2025-10-15
Marjorie Taylor Greene,ADBE,2026-03-16
Marjorie Taylor Greene,MS,2025-05-05
Marjorie Taylor Greene,MS,2025-05-14
Marjorie Taylor Greene,MS,2025-08-28
Marjorie Taylor Greene,MS,2026-03-16
Marjorie Taylor Greene,MSFT,2025-05-05
Marjorie Taylor Greene,MSFT,2025-10-24
Marjorie Taylor Greene,META,2025-05-05
Marjorie Taylor Greene,META,2025-05-14
Marjorie Taylor Greene,MELI,2025-05-05
Marjorie Taylor Greene,MELI,2025-05-14
Marjorie Taylor Greene,MELI,2025-08-28
Marjorie Taylor Greene,MELI,2025-10-24
Marjorie Taylor Greene,KMI,2025-05-05
Marjorie Taylor Greene,KMI,2025-10-24
Marjorie Taylor Greene,PI,2025-05-05
Marjorie Taylor Greene,PI,2025-05-14
Marjorie Taylor Greene,INTC,2025-05-05
Marjorie Taylor Greene,NEE,2025-05-05
Marjorie Taylor Greene,NEE,2025-06-06
Marjorie Taylor Greene,HD,2025-05-05
Marjorie Taylor Greene,HD,2025-10-24
Marjorie Taylor Greene,GS,2025-05-05
Marjorie Taylor Greene,GS,2026-03-16
Marjorie Taylor Greene,GILD,2025-05-05
Marjorie Taylor Greene,GILD,2025-06-06
Marjorie Taylor Greene,FRO,2025-05-05
Marjorie Taylor Greene,JNJ,2025-05-05
Marjorie Taylor Greene,NSC,2025-05-05
Marjorie Taylor Greene,ODFL,2025-05-05
Marjorie Taylor Greene,OXY,2025-05-05
Marjorie Taylor Greene,OXY,2025-10-24
Marjorie Taylor Greene,WMT,2025-05-05
Marjorie Taylor Greene,V,2025-05-05
Marjorie Taylor Greene,VOO,2025-05-05
Marjorie Taylor Greene,UPS,2025-05-05
Marjorie Taylor Greene,UPS,2025-08-04
Marjorie Taylor Greene,UPS,2025-08-28
Marjorie Taylor Greene,UPS,2025-10-09
Marjorie Taylor Greene,HSY,2025-05-05
Marjorie Taylor Greene,HSY,2025-05-14
Marjorie Taylor Greene,SBUX,2025-05-05
Marjorie Taylor Greene,NOW,2025-05-05
Marjorie Taylor Greene,NOW,2025-05-14
Marjorie Taylor Greene,NOW,2025-06-06
Marjorie Taylor Greene,PAYX,2025-05-05
Marjorie Taylor Greene,PAYX,2025-11-12
Marjorie Taylor Greene,PANW,2025-05-05
Marjorie Taylor Greene,PANW,2025-10-24
Marjorie Taylor Greene,LLY,2025-05-05
Marjorie Taylor Greene,LLY,2025-05-14
Marjorie Taylor Greene,DUK,2025-05-05
Marjorie Taylor Greene,DUK,2026-03-16
Marjorie Taylor Greene,DLR,2025-05-05
Marjorie Taylor Greene,DLR,2026-03-16
Marjorie Taylor Greene,AXP,2025-05-05
Marjorie Taylor Greene,GOOGL,2025-05-05
Marjorie Taylor Greene,GOOGL,2025-05-14
Marjorie Taylor Greene,GOOGL,2025-08-28
Marjorie Taylor Greene,GOOGL,2026-03-16
Marjorie Taylor Greene,ABBV,2025-05-05
Marjorie Taylor Greene,ABBV,2025-08-04
Marjorie Taylor Greene,AMGN,2025-05-05
Marjorie Taylor Greene,AMGN,2025-05-14
Marjorie Taylor Greene,AMGN,2025-10-24
Marjorie Taylor Greene,AMGN,2026-03-16
Marjorie Taylor Greene,SCHW,2025-05-05
Marjorie Taylor Greene,GLW,2025-05-05
Marjorie Taylor Greene,GLW,2025-05-14
Marjorie Taylor Greene,CVX,2025-05-05
Marjorie Taylor Greene,CVX,2025-05-14
Marjorie Taylor Greene,CVX,2025-10-24
Marjorie Taylor Greene,CAT,2025-05-05
Marjorie Taylor Greene,DELL,2025-05-05
Marjorie Taylor Greene,CAH,2025-05-05
Marjorie Taylor Greene,CAH,2025-05-14
Marjorie Taylor Greene,CAH,2025-10-24
Marjorie Taylor Greene,AVGO,2025-05-05
Marjorie Taylor Greene,BP,2025-05-05
Marjorie Taylor Greene,BA,2025-05-05
Marjorie Taylor Greene,BHP,2025-05-05
Marjorie Taylor Greene,BRK/B,2025-05-05
Marjorie Taylor Greene,BRK/B,2025-10-24
Marjorie Taylor Greene,BAC,2025-05-05
Marjorie Taylor Greene,UNH,2025-05-14
Marjorie Taylor Greene,UNH,2025-05-16
Marjorie Taylor Greene,UNH,2025-08-04
Marjorie Taylor Greene,UNH,2025-08-28
Marjorie Taylor Greene,NFLX,2025-05-14
Marjorie Taylor Greene,NFLX,2025-06-06
Marjorie Taylor Greene,NFLX,2025-10-24
Marjorie Taylor Greene,DG,2025-05-14
Marjorie Taylor Greene,SNOW,2025-06-06
Marjorie Taylor Greene,SNOW,2025-06-17
Marjorie Taylor Greene,TSCO,2025-06-17
Marjorie Taylor Greene,PEP,2025-07-15
Marjorie Taylor Greene,PEP,2025-08-28
Marjorie Taylor Greene,FIG,2025-08-06
Marjorie Taylor Greene,NVO,2025-08-19
Marjorie Taylor Greene,NVO,2025-08-28
Marjorie Taylor Greene,NVO,2025-10-15
Marjorie Taylor Greene,EXC,2025-08-28
Marjorie Taylor Greene,EXC,2025-10-15
Marjorie Taylor Greene,SO,2025-08-28
Marjorie Taylor Greene,RHP,2025-08-28
Marjorie Taylor Greene,IBIT,2025-10-09
Marjorie Taylor Greene,IBIT,2025-10-15
Marjorie Taylor Greene,IBIT,2025-10-24
Marjorie Taylor Greene,IBIT,2025-11-21
Marjorie Taylor Greene,IBIT,2026-03-16
Marjorie Taylor Greene,XMEX,2025-10-15
Marjorie Taylor Greene,PG,2025-11-06
Marjorie Taylor Greene,ADP,2025-11-12
Marjorie Taylor Greene,CRWD,2026-03-16
Rick Larsen,AXP,2025-04-09
Rick Larsen,ABT,2025-10-06
Rick Larsen,AEP,2025-10-06
Rick Larsen,WMT,2025-10-06
Rick Larsen,DRI,2026-01-07
Rick Larsen,META,2026-01-07
Rick Larsen,WM,2026-01-07
John McGuire,UNH,2025-04-10
John McGuire,NFLX,2025-06-16
John McGuire,META,2025-06-30
John McGuire,NVDA,2026-01-30
Terri Sewell,NVDA,2025-04-10
Terri Sewell,AAPL,2025-04-10
Shelley Moore Capito,GOOGL,2025-05-08
Shelley Moore Capito,GOOGL,2025-07-29
Shelley Moore Capito,GOOGL,2026-02-09
Shelley Moore Capito,AXP,2025-07-01
Shelley Moore Capito,AVGO,2026-02-09
Shelley Moore Capito,META,2025-07-29
Shelley Moore Capito,META,2025-11-13
Shelley Moore Capito,SHW,2025-08-01
Shelley Moore Capito,PLD,2025-08-01
Shelley Moore Capito,LLY,2025-10-24
Dan Newhouse,WMT,2025-04-11
Dan Newhouse,JPM,2025-04-11
Dan Newhouse,BAC,2025-04-11
Dan Newhouse,PRU,2025-04-11
Dan Newhouse,GIS,2025-08-18
Dan Newhouse,OKE,2025-08-18
Dan Newhouse,PLD,2025-08-18
Dan Newhouse,ROST,2025-08-18
Dan Newhouse,XOM,2025-08-18
Dan Newhouse,SPGI,2025-08-18
Dan Newhouse,TGT,2025-08-18
Dan Newhouse,UPS,2025-08-18
Dan Newhouse,COP,2025-08-18
Dan Newhouse,AMAT,2025-08-18
Dan Newhouse,AME,2025-08-18
Dan Newhouse,ADP,2025-08-18
Dan Newhouse,AMD,2025-08-18
Dan Newhouse,TMUS,2025-12-11
Dan Newhouse,TXT,2025-12-11
Dan Newhouse,PANW,2025-12-11
Dan Newhouse,NXPI,2025-12-11
Dan Newhouse,LULU,2025-12-11
Dan Newhouse,SCHW,2025-12-11
Dan Newhouse,BX,2025-12-11
Dan Newhouse,SNPS,2025-12-31
Dan Newhouse,BR,2025-12-31
Dan Newhouse,RCL,2025-12-31
Rick Allen,SCHW,2025-07-10
Rick Allen,ATO,2025-08-19
Rick Allen,FERG,2025-12-12
Rick Allen,SPGI,2026-01-14
Rick Allen,TSM,2026-02-19
Rick Allen,TSM,2026-02-19
Rick Allen,KMI,2026-02-19
Rick Allen,KMI,2026-02-19
Katie Britt,NVDA,2025-04-30
Katie Britt,MSFT,2025-04-14
Katie Britt,V,2025-04-14
Katie Britt,V,2025-11-07
Katie Britt,WMT,2025-04-14
Katie Britt,AMZN,2025-04-30
Katie Britt,AAPL,2025-04-30
Katie Britt,EOG,2025-04-14
Katie Britt,UPS,2025-11-07
Tommy Tuberville,XLU,2025-12-17
Tommy Tuberville,XLP,2025-12-17
Tommy Tuberville,XLV,2025-12-17
Chuck Fleischmann,TSCO,2025-04-16
Chuck Fleischmann,SPYG,2025-07-17
Chuck Fleischmann,SPYG,2025-10-21
Chuck Fleischmann,SPMB,2026-01-28
Chuck Fleischmann,SPYV,2025-04-16
Chuck Fleischmann,SPYV,2026-01-28
Chuck Fleischmann,SDY,2025-04-16
Chuck Fleischmann,SPDW,2025-04-16
Chuck Fleischmann,SPDW,2025-07-17
Chuck Fleischmann,SPDW,2025-10-21
Chuck Fleischmann,HYBB,2025-07-17
Chuck Fleischmann,HYBB,2025-10-21
Chuck Fleischmann,TLH,2026-01-28
Chuck Fleischmann,AVDV,2025-07-17
Chuck Fleischmann,IEUR,2025-07-17
Chuck Fleischmann,IEUR,2025-10-21
Chuck Fleischmann,PICK,2026-01-28
Chuck Fleischmann,GDX,2026-01-28
Bob Latta,FMAO,2025-04-20
Bob Latta,FMAO,2025-06-05
Bob Latta,FMAO,2025-07-20
Bob Latta,FMAO,2025-10-20
Bob Latta,FMAO,2026-01-20
John Neely Kennedy,NLY,2025-04-21
John Fetterman,HAS,2025-05-05
John Fetterman,GOOGL,2025-05-15
John Fetterman,JPM,2025-06-17
John Fetterman,BHI,2025-06-25
John Fetterman,GXO,2025-11-18
Jerry Moran,BRK/B,2026-03-16
Mike Kennedy,BRK/B,2025-05-09
David Taylor,CRM,2025-08-07
David Taylor,CRM,2026-01-29
David Taylor,CRM,2026-02-09
David Taylor,CRM,2026-03-16
David Taylor,MSFT,2026-01-08
David Taylor,MSFT,2026-01-16
David Taylor,MSFT,2026-01-29
David Taylor,MSFT,2026-02-09
David Taylor,MSFT,2026-02-26
David Taylor,AVGO,2026-01-29
David Taylor,AVGO,2026-02-26
David Taylor,JPM,2026-01-16
David Taylor,JPM,2026-01-29
David Taylor,T,2025-10-30
David Taylor,T,2026-01-29
David Taylor,PGR,2025-07-18
David Taylor,PGR,2025-11-03
David Taylor,PGR,2026-01-16
David Taylor,PGR,2026-02-10
David Taylor,MEDP,2026-01-29
David Taylor,MEDP,2026-02-26
David Taylor,PLD,2026-01-29
David Taylor,PG,2026-01-09
David Taylor,PG,2026-02-09
David Taylor,PG,2026-03-16
David Taylor,V,2025-08-13
David Taylor,V,2025-11-12
David Taylor,V,2025-12-03
David Taylor,V,2026-01-16
David Taylor,V,2026-02-09
David Taylor,V,2026-02-26
David Taylor,LLY,2026-02-26
David Taylor,AEP,2026-03-16
David Taylor,HD,2025-12-10
David Taylor,RPM,2026-01-16
David Taylor,RPM,2026-01-29
David Taylor,ETN,2026-01-16
David Taylor,KR,2026-03-16
David Taylor,AMZN,2026-01-29
David Taylor,AMZN,2026-02-09
David Taylor,AMZN,2026-02-26
Bill Keating,SPG,2025-08-18
Bill Keating,VMW,2026-02-04
Virginia Foxx,ARLP,2025-08-14
Virginia Foxx,ARLP,2025-11-14
Virginia Foxx,ARLP,2025-11-17
Virginia Foxx,ARLP,2026-02-13
Virginia Foxx,HTGC,2025-11-19
Virginia Foxx,EFC,2025-06-30
Virginia Foxx,EFC,2025-12-30
Virginia Foxx,EFC,2026-03-16
Suzan DelBene,FPAFY,2025-05-29
Mitch McConnell,WFC,2025-06-01
Mitch McConnell,WFC,2025-12-01
Mitch McConnell,WFC,2026-03-16
Neal Dunn,COF,2025-06-02
Cleo Fields,NVDA,2025-06-03
Cleo Fields,NVDA,2025-06-03
Cleo Fields,NVDA,2025-06-03
Cleo Fields,NVDA,2025-06-05
Cleo Fields,NVDA,2025-06-09
Cleo Fields,NVDA,2025-06-09
Cleo Fields,NVDA,2025-06-25
Cleo Fields,NVDA,2025-06-26
Cleo Fields,NVDA,2025-06-30
Cleo Fields,NVDA,2025-07-10
Cleo Fields,NVDA,2025-07-14
Cleo Fields,NVDA,2025-07-14
Cleo Fields,NVDA,2025-07-14
Cleo Fields,NVDA,2025-07-16
Cleo Fields,NVDA,2025-07-16
Cleo Fields,NVDA,2025-07-16
Cleo Fields,NVDA,2025-07-17
Cleo Fields,NVDA,2025-07-17
Cleo Fields,NVDA,2025-07-29
Cleo Fields,NVDA,2025-07-29
Cleo Fields,NVDA,2025-08-01
Cleo Fields,NVDA,2025-08-01
Cleo Fields,NVDA,2025-08-06
Cleo Fields,NVDA,2025-08-13
Cleo Fields,NVDA,2025-08-15
Cleo Fields,NVDA,2025-08-15
Cleo Fields,NVDA,2025-08-20
Cleo Fields,NVDA,2025-08-22
Cleo Fields,NVDA,2025-10-30
Cleo Fields,NVDA,2025-10-30
Cleo Fields,NVDA,2026-03-16
Cleo Fields,MSFT,2025-06-03
Cleo Fields,MSFT,2025-06-03
Cleo Fields,MSFT,2025-06-25
Cleo Fields,MSFT,2025-07-16
Cleo Fields,MSFT,2025-07-16
Cleo Fields,MSFT,2025-07-28
Cleo Fields,MSFT,2025-07-29
Cleo Fields,MSFT,2025-07-29
Cleo Fields,MSFT,2025-08-01
Cleo Fields,MSFT,2025-08-01
Cleo Fields,MSFT,2025-12-11
Cleo Fields,AAPL,2025-06-03
Cleo Fields,AAPL,2025-06-03
Cleo Fields,AAPL,2025-06-09
Cleo Fields,AAPL,2025-06-25
Cleo Fields,AAPL,2025-06-25
Cleo Fields,AAPL,2025-06-25
Cleo Fields,AAPL,2025-06-30
Cleo Fields,AAPL,2025-06-30
Cleo Fields,AAPL,2025-06-30
Cleo Fields,AAPL,2025-07-29
Cleo Fields,AAPL,2025-08-01
Cleo Fields,AAPL,2025-08-14
Cleo Fields,AAPL,2025-10-23
Cleo Fields,AAPL,2025-10-30
Cleo Fields,AAPL,2025-11-13
Cleo Fields,AAPL,2026-02-12
Cleo Fields,AAPL,2026-03-16
Cleo Fields,AAPL,2026-03-16
Cleo Fields,GOOGL,2025-06-05
Cleo Fields,GOOGL,2025-06-25
Cleo Fields,GOOGL,2025-07-14
Cleo Fields,GOOGL,2025-07-17
Cleo Fields,GOOGL,2025-07-29
Cleo Fields,GOOGL,2025-07-30
Cleo Fields,GOOGL,2025-08-01
Cleo Fields,GOOGL,2025-10-10
Cleo Fields,GOOGL,2025-10-23
Cleo Fields,GOOGL,2025-10-29
Cleo Fields,GOOGL,2025-12-01
Cleo Fields,GOOGL,2025-12-09
Cleo Fields,GOOGL,2025-12-11
Cleo Fields,GOOGL,2025-12-15
Cleo Fields,GOOGL,2025-12-15
Cleo Fields,GOOGL,2025-12-26
Cleo Fields,GOOGL,2026-01-12
Cleo Fields,GOOGL,2026-01-20
Cleo Fields,GOOGL,2026-02-03
Cleo Fields,GOOGL,2026-03-16
Cleo Fields,GOOGL,2026-03-16
Cleo Fields,GOOGL,2026-03-16
Cleo Fields,AMZN,2025-06-05
Cleo Fields,AMZN,2025-06-09
Cleo Fields,AMZN,2025-06-09
Cleo Fields,AMZN,2025-06-25
Cleo Fields,AMZN,2025-06-30
Cleo Fields,AMZN,2025-07-14
Cleo Fields,AMZN,2025-07-16
Cleo Fields,AMZN,2025-07-29
Cleo Fields,AMZN,2025-08-01
Cleo Fields,AMZN,2025-08-15
Cleo Fields,AMZN,2025-08-15
Cleo Fields,AMZN,2026-03-16
Cleo Fields,AMZN,2026-03-16
Cleo Fields,AMZN,2026-03-16
Cleo Fields,TSM,2025-06-25
Cleo Fields,TSM,2025-07-17
Cleo Fields,TSM,2025-08-01
Cleo Fields,TSM,2025-08-01
Cleo Fields,TSM,2025-08-13
Cleo Fields,TSM,2025-08-13
Cleo Fields,TSM,2025-08-13
Cleo Fields,TSM,2025-08-15
Cleo Fields,TSM,2025-10-23
Cleo Fields,TSM,2026-01-08
Cleo Fields,PLTR,2025-06-25
Cleo Fields,PLTR,2025-06-30
Cleo Fields,PLTR,2025-07-18
Cleo Fields,PLTR,2025-07-28
Cleo Fields,PLTR,2025-08-13
Cleo Fields,PLTR,2025-10-10
Cleo Fields,MCD,2025-06-25
Cleo Fields,MCD,2025-07-29
Cleo Fields,MCD,2026-03-16
Cleo Fields,CSCO,2025-06-30
Cleo Fields,JPM,2025-06-30
Cleo Fields,META,2025-06-30
Cleo Fields,META,2025-07-16
Cleo Fields,META,2025-07-17
Cleo Fields,META,2025-07-29
Cleo Fields,META,2025-08-01
Cleo Fields,META,2025-08-13
Cleo Fields,META,2026-01-20
Cleo Fields,META,2026-02-03
Cleo Fields,META,2026-03-16
Cleo Fields,META,2026-03-16
Cleo Fields,UBER,2026-03-16
Cleo Fields,IREN,2025-10-10
Cleo Fields,IREN,2025-12-09
Cleo Fields,IREN,2026-01-20
Cleo Fields,BMNR,2025-07-16
Cleo Fields,HOOD,2025-07-17
Cleo Fields,HOOD,2025-07-21
Cleo Fields,AVGO,2025-07-18
Cleo Fields,AVGO,2025-07-29
Cleo Fields,AVGO,2025-08-13
Cleo Fields,AVGO,2025-08-15
Cleo Fields,AVGO,2026-03-16
Cleo Fields,OPEN,2026-03-16
Cleo Fields,AMD,2025-07-30
Cleo Fields,AMD,2025-08-01
Cleo Fields,AMD,2025-08-15
Cleo Fields,AMD,2026-02-03
Cleo Fields,FIG,2025-10-10
Cleo Fields,FIG,2026-03-16
Cleo Fields,CRWV,2025-10-10
Cleo Fields,CLS,2025-10-31
Cleo Fields,CLS,2025-11-03
Cleo Fields,NFLX,2025-10-31
Cleo Fields,NFLX,2025-11-03
Cleo Fields,NFLX,2025-11-20
Cleo Fields,NFLX,2025-12-03
Cleo Fields,NFLX,2026-01-20
Cleo Fields,MU,2026-02-03
Cleo Fields,LRCX,2026-02-03
Cleo Fields,QCOM,2026-03-16
Cleo Fields,ORCL,2026-03-16
Cleo Fields,ORCL,2026-03-16
Cliff Bentz,AMGN,2025-06-06
Cliff Bentz,PG,2025-06-06
Richard Blumenthal,INTR,2025-06-11
Jim Banks,SBUX,2025-08-04
Nancy Pelosi,AVGO,2025-06-20
Nancy Pelosi,AAPL,2025-12-30
Nancy Pelosi,NVDA,2025-12-30
Nancy Pelosi,NVDA,2026-01-16
Nancy Pelosi,AMZN,2025-12-30
Nancy Pelosi,AMZN,2026-01-16
Nancy Pelosi,GOOGL,2025-12-30
Nancy Pelosi,GOOGL,2026-01-16
Nancy Pelosi,AB,2026-01-16
Nancy Pelosi,VST,2026-01-16
Nancy Pelosi,TEM,2026-01-16
French Hill,WTM,2025-06-23
French Hill,L,2025-06-23
French Hill,MKL,2025-06-23
French Hill,MKL,2025-06-23
Lindsey Graham,XONE,2025-06-30
Lindsey Graham,BSCV,2025-06-30
Lindsey Graham,VWUSX,2025-11-06
Greg Steube,ACF,2025-07-10
Seth Moulton,1494391D,2025-07-15
Angus King,KEX,2025-07-21
Angus King,JPM,2025-07-21
Angus King,XOM,2025-07-21
Angus King,BAC,2025-07-21
Angus King,AMD,2025-07-21
Angus King,ADSK,2025-07-21
Angus King,GOOGL,2025-07-21
Angus King,ANET,2025-07-21
Angus King,AMAT,2025-07-21
Angus King,BX,2025-07-21
Angus King,VRT,2025-07-21
Angus King,PWR,2025-07-21
Angus King,PYPL,2025-07-21
Angus King,ONON,2025-07-21
Angus King,NVDA,2025-07-21
Angus King,NFLX,2025-07-21
Angus King,LOW,2025-07-21
Angus King,MSFT,2025-07-21
Angus King,META,2025-07-21
Angus King,MRVL,2025-07-21
Angus King,HON,2025-12-29
Angus King,LLY,2025-12-29
Judy Chu,AMEH,2025-08-19
Gary Peters,CAG,2025-11-14
Gary Peters,VZ,2025-12-12
Gary Peters,WPC,2026-01-12
Gary Peters,SWK,2026-01-12
Adrian Smith,$BTC,2025-10-17
Michael Guest,MPWR,2025-10-20
Pete Stauber,NWL,2025-10-27
Bernie Moreno,CM,2025-12-17
Rich McCormick,AWK,2025-11-05
Rich McCormick,APD,2025-11-05
Rich McCormick,BRK/B,2025-11-05
Rich McCormick,ABT,2025-11-05
Rich McCormick,ADP,2025-11-05
Rich McCormick,AAPL,2025-11-05
Rich McCormick,ADI,2025-11-05
Rich McCormick,CSCO,2025-11-05
Rich McCormick,WMT,2025-11-05
Rich McCormick,V,2025-11-05
Rich McCormick,PG,2025-11-05
Rich McCormick,PEP,2025-11-05
Rich McCormick,NEE,2025-11-05
Rich McCormick,MDT,2025-11-05
Rich McCormick,MCD,2025-11-05
Rich McCormick,HD,2025-11-05
Rich McCormick,JNJ,2025-11-05
Rich McCormick,ICE,2025-11-05
Rich McCormick,ITW,2025-11-05
Rich McCormick,EMR,2025-11-05
Rich McCormick,COST,2025-11-05
Steve Cohen,SONY,2025-12-26
Nicole Malliotakis,IEP,2025-12-19
Roger Williams,JPM,2025-12-22
Roger Williams,RTX,2025-12-22
Dale Strong,IREN,2026-01-28
